path,valid
/home/staff/xin/Downloads/tianchi/train/013508.tif,0
/home/staff/xin/Downloads/tianchi/train/011260.tif,0
/home/staff/xin/Downloads/tianchi/train/009475.tif,0
/home/staff/xin/Downloads/tianchi/train/004362.tif,0
/home/staff/xin/Downloads/tianchi/train/012815.tif,0
/home/staff/xin/Downloads/tianchi/train/013725.tif,0
/home/staff/xin/Downloads/tianchi/train/010633.tif,0
/home/staff/xin/Downloads/tianchi/train/000687.tif,0
/home/staff/xin/Downloads/tianchi/train/000235.tif,0
/home/staff/xin/Downloads/tianchi/train/013707.tif,0
/home/staff/xin/Downloads/tianchi/train/011437.tif,0
/home/staff/xin/Downloads/tianchi/train/012186.tif,0
/home/staff/xin/Downloads/tianchi/train/003725.tif,0
/home/staff/xin/Downloads/tianchi/train/009506.tif,0
/home/staff/xin/Downloads/tianchi/train/011783.tif,0
/home/staff/xin/Downloads/tianchi/train/006955.tif,0
/home/staff/xin/Downloads/tianchi/train/006004.tif,0
/home/staff/xin/Downloads/tianchi/train/014848.tif,0
/home/staff/xin/Downloads/tianchi/train/008197.tif,0
/home/staff/xin/Downloads/tianchi/train/007023.tif,0
/home/staff/xin/Downloads/tianchi/train/005662.tif,0
/home/staff/xin/Downloads/tianchi/train/008360.tif,0
/home/staff/xin/Downloads/tianchi/train/009408.tif,0
/home/staff/xin/Downloads/tianchi/train/013495.tif,0
/home/staff/xin/Downloads/tianchi/train/001745.tif,0
/home/staff/xin/Downloads/tianchi/train/009511.tif,0
/home/staff/xin/Downloads/tianchi/train/005885.tif,0
/home/staff/xin/Downloads/tianchi/train/014515.tif,0
/home/staff/xin/Downloads/tianchi/train/014295.tif,0
/home/staff/xin/Downloads/tianchi/train/015252.tif,0
/home/staff/xin/Downloads/tianchi/train/007668.tif,0
/home/staff/xin/Downloads/tianchi/train/002647.tif,0
/home/staff/xin/Downloads/tianchi/train/008440.tif,0
/home/staff/xin/Downloads/tianchi/train/002780.tif,0
/home/staff/xin/Downloads/tianchi/train/006744.tif,0
/home/staff/xin/Downloads/tianchi/train/007474.tif,0
/home/staff/xin/Downloads/tianchi/train/002557.tif,0
/home/staff/xin/Downloads/tianchi/train/005597.tif,0
/home/staff/xin/Downloads/tianchi/train/015239.tif,0
/home/staff/xin/Downloads/tianchi/train/003578.tif,0
/home/staff/xin/Downloads/tianchi/train/012638.tif,0
/home/staff/xin/Downloads/tianchi/train/004239.tif,0
/home/staff/xin/Downloads/tianchi/train/000180.tif,0
/home/staff/xin/Downloads/tianchi/train/014626.tif,0
/home/staff/xin/Downloads/tianchi/train/007829.tif,0
/home/staff/xin/Downloads/tianchi/train/001707.tif,0
/home/staff/xin/Downloads/tianchi/train/000097.tif,0
/home/staff/xin/Downloads/tianchi/train/015331.tif,0
