path,valid
/home/user/robeson/fastai2/train/003957.tif,0
/home/user/robeson/fastai2/train/003103.tif,0
/home/user/robeson/fastai2/train/002664.tif,0
/home/user/robeson/fastai2/train/000901.tif,0
/home/user/robeson/fastai2/train/002469.tif,0
/home/user/robeson/fastai2/train/005869.tif,0
/home/user/robeson/fastai2/train/004275.tif,0
/home/user/robeson/fastai2/train/005715.tif,0
/home/user/robeson/fastai2/train/011513.tif,0
/home/user/robeson/fastai2/train/011359.tif,0
/home/user/robeson/fastai2/train/003882.tif,0
/home/user/robeson/fastai2/train/013704.tif,0
/home/user/robeson/fastai2/train/000774.tif,0
/home/user/robeson/fastai2/train/010202.tif,0
/home/user/robeson/fastai2/train/015151.tif,0
/home/user/robeson/fastai2/train/002890.tif,0
/home/user/robeson/fastai2/train/001601.tif,0
/home/user/robeson/fastai2/train/002842.tif,0
/home/user/robeson/fastai2/train/004723.tif,0
/home/user/robeson/fastai2/train/006288.tif,0
/home/user/robeson/fastai2/train/015740.tif,0
/home/user/robeson/fastai2/train/014897.tif,0
/home/user/robeson/fastai2/train/004490.tif,0
/home/user/robeson/fastai2/train/002710.tif,0
/home/user/robeson/fastai2/train/004106.tif,0
/home/user/robeson/fastai2/train/004619.tif,0
/home/user/robeson/fastai2/train/012146.tif,0
/home/user/robeson/fastai2/train/002269.tif,0
/home/user/robeson/fastai2/train/002378.tif,0
/home/user/robeson/fastai2/train/004128.tif,0
/home/user/robeson/fastai2/train/013284.tif,0
/home/user/robeson/fastai2/train/002401.tif,0
/home/user/robeson/fastai2/train/014225.tif,0
/home/user/robeson/fastai2/train/001330.tif,0
/home/user/robeson/fastai2/train/006009.tif,0
/home/user/robeson/fastai2/train/009473.tif,0
/home/user/robeson/fastai2/train/010584.tif,0
/home/user/robeson/fastai2/train/004767.tif,0
/home/user/robeson/fastai2/train/015526.tif,0
/home/user/robeson/fastai2/train/014453.tif,0
/home/user/robeson/fastai2/train/010232.tif,0
/home/user/robeson/fastai2/train/011620.tif,0
/home/user/robeson/fastai2/train/001196.tif,0
/home/user/robeson/fastai2/train/008105.tif,0
/home/user/robeson/fastai2/train/008497.tif,0
/home/user/robeson/fastai2/train/002620.tif,0
/home/user/robeson/fastai2/train/008871.tif,0
/home/user/robeson/fastai2/train/012388.tif,0
/home/user/robeson/fastai2/train/009686.tif,0
/home/user/robeson/fastai2/train/008003.tif,0
/home/user/robeson/fastai2/train/011304.tif,0
/home/user/robeson/fastai2/train/015995.tif,0
/home/user/robeson/fastai2/train/013923.tif,0
/home/user/robeson/fastai2/train/004749.tif,0
/home/user/robeson/fastai2/train/015758.tif,0
/home/user/robeson/fastai2/train/001829.tif,0
/home/user/robeson/fastai2/train/008059.tif,0
/home/user/robeson/fastai2/train/015693.tif,0
/home/user/robeson/fastai2/train/015771.tif,0
/home/user/robeson/fastai2/train/015790.tif,0
/home/user/robeson/fastai2/train/004012.tif,0
/home/user/robeson/fastai2/train/006772.tif,0
/home/user/robeson/fastai2/train/004647.tif,0
/home/user/robeson/fastai2/train/008575.tif,0
/home/user/robeson/fastai2/train/004366.tif,0
/home/user/robeson/fastai2/train/001221.tif,0
/home/user/robeson/fastai2/train/008821.tif,0
/home/user/robeson/fastai2/train/008549.tif,0
/home/user/robeson/fastai2/train/010301.tif,0
/home/user/robeson/fastai2/train/012235.tif,0
/home/user/robeson/fastai2/train/007701.tif,0
/home/user/robeson/fastai2/train/005330.tif,0
/home/user/robeson/fastai2/train/008206.tif,0
/home/user/robeson/fastai2/train/003469.tif,0
/home/user/robeson/fastai2/train/014799.tif,0
/home/user/robeson/fastai2/train/011177.tif,0
/home/user/robeson/fastai2/train/005099.tif,0
/home/user/robeson/fastai2/train/004538.tif,0
/home/user/robeson/fastai2/train/003810.tif,0
/home/user/robeson/fastai2/train/014319.tif,0
/home/user/robeson/fastai2/train/015702.tif,0
/home/user/robeson/fastai2/train/009668.tif,0
/home/user/robeson/fastai2/train/015083.tif,0
/home/user/robeson/fastai2/train/001734.tif,0
/home/user/robeson/fastai2/train/004787.tif,0
/home/user/robeson/fastai2/train/015762.tif,0
/home/user/robeson/fastai2/train/000201.tif,0
/home/user/robeson/fastai2/train/007595.tif,0
/home/user/robeson/fastai2/train/012105.tif,0
/home/user/robeson/fastai2/train/002881.tif,0
/home/user/robeson/fastai2/train/014354.tif,0
/home/user/robeson/fastai2/train/002109.tif,0
/home/user/robeson/fastai2/train/004809.tif,0
/home/user/robeson/fastai2/train/008949.tif,0
/home/user/robeson/fastai2/train/012770.tif,0
/home/user/robeson/fastai2/train/010045.tif,0
/home/user/robeson/fastai2/train/013518.tif,0
/home/user/robeson/fastai2/train/000834.tif,0
/home/user/robeson/fastai2/train/007382.tif,0
/home/user/robeson/fastai2/train/011152.tif,0
/home/user/robeson/fastai2/train/007188.tif,0
/home/user/robeson/fastai2/train/007337.tif,0
/home/user/robeson/fastai2/train/014658.tif,0
/home/user/robeson/fastai2/train/008718.tif,0
/home/user/robeson/fastai2/train/002283.tif,0
/home/user/robeson/fastai2/train/010431.tif,0
/home/user/robeson/fastai2/train/013508.tif,0
/home/user/robeson/fastai2/train/001632.tif,0
/home/user/robeson/fastai2/train/012116.tif,0
/home/user/robeson/fastai2/train/015849.tif,0
/home/user/robeson/fastai2/train/010578.tif,0
/home/user/robeson/fastai2/train/004197.tif,0
/home/user/robeson/fastai2/train/013274.tif,0
/home/user/robeson/fastai2/train/010887.tif,0
/home/user/robeson/fastai2/train/002858.tif,0
/home/user/robeson/fastai2/train/006328.tif,0
/home/user/robeson/fastai2/train/004718.tif,0
/home/user/robeson/fastai2/train/007762.tif,0
/home/user/robeson/fastai2/train/010570.tif,0
/home/user/robeson/fastai2/train/010082.tif,0
/home/user/robeson/fastai2/train/015439.tif,0
/home/user/robeson/fastai2/train/007468.tif,0
/home/user/robeson/fastai2/train/006746.tif,0
/home/user/robeson/fastai2/train/013313.tif,0
/home/user/robeson/fastai2/train/014722.tif,0
/home/user/robeson/fastai2/train/004699.tif,0
/home/user/robeson/fastai2/train/009602.tif,0
/home/user/robeson/fastai2/train/003597.tif,0
/home/user/robeson/fastai2/train/000380.tif,0
/home/user/robeson/fastai2/train/010309.tif,0
/home/user/robeson/fastai2/train/007682.tif,0
/home/user/robeson/fastai2/train/008721.tif,0
/home/user/robeson/fastai2/train/006358.tif,0
/home/user/robeson/fastai2/train/013439.tif,0
/home/user/robeson/fastai2/train/005291.tif,0
/home/user/robeson/fastai2/train/011080.tif,0
/home/user/robeson/fastai2/train/004006.tif,0
/home/user/robeson/fastai2/train/012879.tif,0
/home/user/robeson/fastai2/train/010631.tif,0
/home/user/robeson/fastai2/train/013829.tif,0
/home/user/robeson/fastai2/train/005386.tif,0
/home/user/robeson/fastai2/train/005516.tif,0
/home/user/robeson/fastai2/train/009008.tif,0
/home/user/robeson/fastai2/train/013591.tif,0
/home/user/robeson/fastai2/train/011400.tif,0
/home/user/robeson/fastai2/train/012692.tif,0
/home/user/robeson/fastai2/train/009830.tif,0
/home/user/robeson/fastai2/train/011892.tif,0
/home/user/robeson/fastai2/train/012128.tif,0
/home/user/robeson/fastai2/train/008369.tif,0
/home/user/robeson/fastai2/train/014450.tif,0
/home/user/robeson/fastai2/train/011204.tif,0
/home/user/robeson/fastai2/train/014780.tif,0
/home/user/robeson/fastai2/train/014095.tif,0
/home/user/robeson/fastai2/train/011391.tif,0
/home/user/robeson/fastai2/train/000561.tif,0
/home/user/robeson/fastai2/train/014671.tif,0
/home/user/robeson/fastai2/train/002794.tif,0
/home/user/robeson/fastai2/train/013043.tif,0
/home/user/robeson/fastai2/train/010898.tif,0
/home/user/robeson/fastai2/train/001145.tif,0
/home/user/robeson/fastai2/train/012986.tif,0
/home/user/robeson/fastai2/train/007332.tif,0
/home/user/robeson/fastai2/train/003360.tif,0
/home/user/robeson/fastai2/train/001691.tif,0
/home/user/robeson/fastai2/train/001794.tif,0
/home/user/robeson/fastai2/train/009153.tif,0
/home/user/robeson/fastai2/train/009596.tif,0
/home/user/robeson/fastai2/train/011617.tif,0
/home/user/robeson/fastai2/train/002232.tif,0
/home/user/robeson/fastai2/train/014121.tif,0
/home/user/robeson/fastai2/train/003175.tif,0
/home/user/robeson/fastai2/train/012185.tif,0
/home/user/robeson/fastai2/train/014118.tif,0
/home/user/robeson/fastai2/train/001425.tif,0
/home/user/robeson/fastai2/train/011667.tif,0
/home/user/robeson/fastai2/train/013136.tif,0
/home/user/robeson/fastai2/train/001072.tif,0
/home/user/robeson/fastai2/train/012242.tif,0
/home/user/robeson/fastai2/train/009252.tif,0
/home/user/robeson/fastai2/train/003813.tif,0
/home/user/robeson/fastai2/train/009169.tif,0
/home/user/robeson/fastai2/train/013236.tif,0
/home/user/robeson/fastai2/train/002152.tif,0
/home/user/robeson/fastai2/train/010759.tif,0
/home/user/robeson/fastai2/train/000588.tif,0
/home/user/robeson/fastai2/train/014314.tif,0
/home/user/robeson/fastai2/train/012833.tif,0
